procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0      0 4737740  51096 2383872    0    0     0    32  746  594  8  5 87  0  0
 1  0      0 4737488  51104 2383868    0    0     0    32  850  697  9  4 87  0  0
 1  0      0 4737236  51104 2383884    0    0     0     0  697  580  9  4 87  0  0
 1  0      0 4737236  51104 2383884    0    0     0     0  620  407  9  4 87  0  0
 1  0      0 4736732  51104 2383884    0    0     0     0  714  582  8  5 87  0  0
 1  0      0 4736732  51104 2383888    0    0     0     0  782  668  8  5 87  0  0
 1  0      0 4736732  51112 2383892    0    0     0    76  821  752  9  4 87  0  0
 1  0      0 4736732  51112 2383896    0    0     0     0  747  637  9  4 87  0  0
 2  0      0 4736732  51112 2383900    0    0     0     0  763  704  9  4 87  0  0
 1  0      0 4736720  51112 2383904    0    0     0     0  681  561  9  4 87  0  0
 1  0      0 4737268  51112 2383904    0    0     0     0  694  570  9  4 87  0  0
 1  0      0 4737276  51120 2383900    0    0     0    16  782  598  9  4 87  0  0
 3  0      0 4736784  51120 2383912    0    0     0     0  781  660  8  5 87  0  0
 1  0      0 4736796  51120 2383912    0    0     0     0  766  657  9  4 87  0  0
 1  0      0 4737052  51120 2383920    0    0     0     0  824  792  9  4 87  0  0
 1  0      0 4737312  51120 2383920    0    0     0     0  748  586  9  4 87  0  0
 1  0      0 4737312  51128 2383924    0    0     0    16  877  840  9  4 87  0  0
 1  0      0 4737064  51128 2383928    0    0     0     0  780  659  9  5 87  0  0
 1  0      0 4738576  51128 2383932    0    0     0     0  722  580  8  5 87  0  0
 1  0      0 4738576  51128 2383936    0    0     0     0  684  579  9  4 87  0  0
 1  0      0 4738324  51128 2383936    0    0     0     0  617  441  9  4 87  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 4738576  51136 2383940    0    0     0    16  768  591  9  4 87  0  0
 1  0      0 4738596  51136 2383944    0    0     0     0  761  649  8  5 87  0  0
 1  0      0 4739852  51136 2383944    0    0     0     0  814  745  9  4 87  0  0
 1  0      0 4738640  51136 2383948    0    0     0     0  729  576  9  4 87  0  0
 1  0      0 4737892  51136 2383956    0    0     0     0  777  651 10  4 87  0  0
 1  0      0 4737640  51144 2383948    0    0     0    16  718  580  9  4 87  0  0
 1  0      0 4737388  51144 2383960    0    0     0     0  687  580  9  4 87  0  0
 2  0      0 4736884  51144 2383960    0    0     0     0  641  434  8  4 87  0  0
 1  0      0 4736884  51144 2383968    0    0     0     0  710  553  9  4 87  0  0
 1  0      0 4736884  51144 2383968    0    0     0     0  802  684  9  4 87  0  0
 1  0      0 4736896  51152 2383976    0    0     0    16  880  742  9  4 87  0  0
 1  0      0 4736896  51152 2383976    0    0     0    28  820  707  9  5 87  0  0
 2  0      0 4736872  51152 2383976    0    0     0     0  721  566  8  5 87  0  0
 1  0      0 4736644  51152 2383984    0    0     0     0  720  560  9  4 87  0  0
 1  0      0 4736644  51152 2383984    0    0     0     0  670  573  9  4 87  0  0
 1  0      0 4736916  51160 2383984    0    0     0    16  634  447  8  4 87  0  0
 1  0      0 4738188  51160 2383992    0    0     0   112  782  628  9  4 87  0  0
 1  0      0 4737936  51160 2383996    0    0     0     0  746  581  9  4 87  0  0
 1  0      0 4737684  51160 2384000    0    0     0     0  694  541  8  5 87  0  0
 1  0      0 4738388  51160 2384004    0    0     0     0  779  691  8  5 87  0  0
 1  0      0 4737692  51168 2384000    0    0     0    32  803  728  9  4 87  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0      0 4736684  51168 2384004    0    0     0     0  723  684  8  4 87  0  0
 1  0      0 4736684  51168 2384008    0    0     0     0  596  383  9  4 87  0  0
 1  0      0 4736444  51168 2384012    0    0     0     0  737  572  8  4 87  0  0
 1  0      0 4736716  51168 2384024    0    0     0     0  728  584  8  5 87  0  0
 1  0      0 4738480  51176 2384024    0    0     0    16  694  594  9  4 87  0  0
 1  0      0 4738708  51176 2384024    0    0     0     0  751  556  9  4 87  0  0
 1  0      0 4738748  51176 2384032    0    0     0     0  800  655  9  4 87  0  0
 2  0      0 4738244  51176 2384032    0    0     0     0  610  462  9  4 87  0  0
 1  0      0 4739252  51176 2384040    0    0     0     0  625  418  9  3 87  0  0
 1  0      0 4739252  51184 2384032    0    0     0    16  862  729  8  5 87  0  0
 1  0      0 4739012  51184 2384040    0    0     0     0  803  676  8  5 87  0  0
 1  0      0 4739524  51184 2384048    0    0     0     0  780  668  9  5 87  0  0
 1  0      0 4739260  51184 2384048    0    0     0     0  788  685  8  5 87  0  0
 1  0      0 4740636  51184 2384052    0    0     0     0  753  547  9  4 87  0  0
 1  0      0 4740564  51192 2384060    0    0     0    16  807  739  9  4 87  0  0
 1  0      0 4739556  51192 2384060    0    0     0     0  708  646  9  4 87  0  0
 1  0      0 4739556  51192 2384064    0    0     0     0  681  522  9  4 87  0  0
 1  0      0 4739484  51192 2384064    0    0     0     0  700  541  9  4 87  0  0
 1  0      0 4739304  51192 2384072    0    0     0     0  705  572  9  4 87  0  0
 1  0      0 4739304  51200 2384076    0    0     0    16  692  582  9  4 87  0  0
 1  0      0 4739028  51200 2384076    0    0     0     0  822  743  8  5 87  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 4738560  51200 2384080    0    0     0     0  859  727  9  4 87  0  0
 1  0      0 4738560  51200 2384080    0    0     0     0  717  635  8  4 87  0  0
 1  0      0 4738560  51200 2384088    0    0     0     0  616  430  9  4 87  0  0
 1  0      0 4738536  51208 2384088    0    0     0    36  725  604  9  4 87  0  0
 1  0      0 4738560  51208 2384096    0    0     0    36  766  602  9  4 87  0  0
 2  1      0 4739316  51208 2384096    0    0     0   172  754  578  8  5 87  0  0
 1  0      0 4738812  51208 2384096    0    0     0   136  857  770  9  4 87  0  0
 1  0      0 4740576  51208 2384100    0    0     0     0  776  671  9  4 87  0  0
 1  0      0 4738824  51216 2384092    0    0     0    44  847  642  8  5 86  0  0
 1  0      0 4738572  51216 2384104    0    0     0     0  696  617  9  4 87  0  0
 1  0      0 4740168  51216 2384104    0    0     0     0  593  394  9  4 87  0  0
 1  0      0 4740084  51216 2384116    0    0     0     0  734  585  9  4 87  0  0
 1  0      0 4740096  51216 2384116    0    0     0     0  697  543  9  4 87  0  0
 1  0      0 4740780  51224 2384116    0    0     0    16  816  757  9  4 87  0  0
 1  0      0 4740136  51224 2384124    0    0     0     0  732  556  8  5 87  0  0
 1  0      0 4739884  51224 2384124    0    0     0     0  762  693  8  4 87  0  0
 1  0      0 4739644  51224 2384124    0    0     0     0  701  629  9  4 87  0  0
 1  0      0 4739644  51224 2384132    0    0     0     0  648  447  9  4 87  0  0
 1  0      0 4739644  51232 2384136    0    0     0    16  798  715  9  5 87  0  0
 1  0      0 4739644  51232 2384140    0    0     0     0  714  566  9  4 87  0  0
 2  0      0 4740156  51232 2384140    0    0     0    32  796  669  9  4 87  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0      0 4740840  51232 2384148    0    0     0    28  738  602  8  4 87  0  0
 1  0      0 4741172  51232 2384148    0    0     0     0  849  737  9  4 87  0  0
 1  0      0 4741424  51240 2384152    0    0     0    32  712  583  9  4 87  0  0
 1  0      0 4740404  51240 2384160    0    0     0     0  711  552  8  4 87  0  0
 1  0      0 4739672  51240 2384160    0    0     0     0  732  590  8  5 87  0  0
 1  0      0 4739432  51240 2384160    0    0     0    28  645  486  8  5 87  0  0
 1  0      0 4739432  51240 2384168    0    0     0     0  839  756  8  5 87  0  0
 1  0      0 4738424  51256 2384172    0    0     0   100  853  652  9  4 87  0  0
 1  0      0 4738676  51256 2384176    0    0     0     0  718  581  9  3 87  0  0
 1  0      0 4738676  51256 2384176    0    0     0     0  712  561  9  4 87  0  0
 1  0      0 4738424  51256 2384184    0    0     0    36  763  656 10  3 87  0  0
 1  0      0 4737668  51256 2384188    0    0     0     0  770  649  8  5 87  0  0
 1  0      0 4736932  51264 2384188    0    0     0    44  754  584  8  5 87  0  0
 1  0      0 4736680  51264 2384192    0    0     0     0  682  563  9  4 87  0  0
 1  0      0 4735924  51264 2384196    0    0     0     0  630  480  9  4 87  0  0
 1  0      0 4737688  51264 2384196    0    0     0     0  636  385  9  4 87  0  0
 1  0      0 4737136  51264 2384200    0    0     0    28  724  576  9  4 87  0  0
 1  0      0 4736688  51272 2384196    0    0     0    32  769  693  9  4 87  0  0
 1  0      0 4736420  51272 2384208    0    0     0    64  765  581  8  5 87  0  0
 1  0      0 4736696  51272 2384212    0    0     0     0  729  569  8  5 87  0  0
 1  0      0 4735916  51272 2384216    0    0     0     0  697  567  8  5 87  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0      0 4735708  51272 2384220    0    0     0    32  634  503  9  4 87  0  0
 1  0      0 4735708  51280 2384220    0    0     0    32  647  438  9  4 87  0  0
 1  0      0 4735684  51280 2384224    0    0     0     0  734  553  8  5 87  0  0
 1  0      0 4735456  51280 2384228    0    0     0     0  685  547  9  4 87  0  0
 1  0      0 4734952  51280 2384228    0    0     0     0  747  597  9  4 87  0  0
 2  0      0 4734196  51280 2384236    0    0     0     4  700  538 10  3 87  0  0
 1  0      0 4734612  51288 2384236    0    0     0    56  879  737  9  4 87  0  0
 1  0      0 4734216  51288 2384244    0    0     0     0  716  560  9  4 87  0  0
 1  0      0 4734468  51288 2384244    0    0     0     0  737  563  9  4 87  0  0
 1  0      0 4733976  51288 2384248    0    0     0     0  637  510  9  4 87  0  0
 1  0      0 4734960  51288 2384252    0    0     0     0  633  426  8  5 87  0  0
 1  0      0 4736096  51296 2384244    0    0     0    60  773  601  9  4 87  0  0
 1  0      0 4736516  51296 2384256    0    0     0     0  715  589  9  4 87  0  0
 1  0      0 4736720  51296 2384256    0    0     0     0  725  551  9  4 87  0  0
 1  0      0 4736764  51296 2384264    0    0     0     0  718  594  9  4 87  0  0
 1  0      0 4736556  51296 2384264    0    0     0     0  639  479  8  4 87  0  0
 1  0      0 4736556  51304 2384272    0    0     0    48  661  470  9  4 87  0  0
 1  0      0 4736724  51304 2384272    0    0     0     0  792  647  8  5 87  0  0
 2  0      0 4737812  51304 2384276    0    0     0     0  735  569  9  4 87  0  0
 1  0      0 4738184  51304 2384276    0    0     0     0  682  565  9  4 87  0  0
 1  0      0 4738352  51304 2384284    0    0     0     0  653  518  8  4 87  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 4738352  51312 2384276    0    0     0    32  633  440 10  3 87  0  0
 1  0      0 4737572  51312 2384288    0    0     0    24  731  595  9  4 87  0  0
 1  0      0 4738352  51312 2384292    0    0     0     0  733  575  9  4 87  0  0
 1  0      0 4739444  51312 2384292    0    0     0     0  735  575  8  5 87  0  0
 1  0      0 4739360  51312 2384296    0    0     0     0  647  507  9  4 87  0  0
 1  0      0 4739372  51320 2384300    0    0     0    32  697  487  8  4 87  0  0
 1  0      0 4740968  51320 2384300    0    0     0    36  799  720  9  4 87  0  0
 1  0      0 4742416  51320 2384308    0    0     0     0  717  562  9  4 87  0  0
 1  0      0 4742164  51320 2384312    0    0     0     0  704  534  9  4 87  0  0
 1  0      0 4741408  51320 2384316    0    0     0     0  748  584  9  4 87  0  0
 1  0      0 4740148  51328 2384324    0    0     0    32  728  569  9  4 87  0  0
 1  0      0 4741912  51328 2384324    0    0     0    44  748  590  9  4 87  0  0
 1  0      0 4740904  51328 2384328    0    0     0     0  741  532  8  5 87  0  0
 2  0      0 4740148  51328 2384332    0    0     0     0  748  579  8  4 87  0  0
 1  0      0 4739656  51328 2384332    0    0     0     0  720  555  8  5 87  0  0
 1  0      0 4738900  51336 2384340    0    0     0    44  647  527  8  5 87  0  0
 1  0      0 4740664  51336 2384340    0    0     0     0  665  495  9  4 87  0  0
 1  0      0 4740412  51336 2384340    0    0     0    28  726  559 10  3 87  0  0
 1  0      0 4739404  51336 2384348    0    0     0     0  796  653  8  5 87  0  0
 1  0      0 4738900  51336 2384352    0    0     0     0  754  589  9  5 87  0  0
 1  0      0 4738900  51344 2384356    0    0     0    32  734  566  9  4 87  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 4738648  51344 2384356    0    0     0     0  712  601  9  4 87  0  0
 1  0      0 4738408  51344 2384360    0    0     0    32  636  489  9  4 87  0  0
 1  0      0 4738408  51344 2384364    0    0     0     0  643  438  8  4 87  0  0
 1  0      0 4738408  51344 2384368    0    0     0     0  687  552  9  4 87  0  0
 1  0      0 4740180  51352 2384368    0    0     0    32  872  715  9  4 87  0  0
 1  0      0 4739676  51352 2384376    0    0     0     0  708  562  9  4 87  0  0
 1  0      0 4739424  51352 2384376    0    0     0     0  710  582  9  3 87  0  0
 1  0      0 4740180  51352 2384380    0    0     0    28  736  636  9  4 87  0  0
 1  0      0 4738932  51352 2384384    0    0     0     0  645  532  9  4 87  0  0
 1  0      0 4738932  51360 2384388    0    0     0    32  624  405  9  4 87  0  0
 1  0      0 4738932  51360 2384388    0    0     0     0  749  591  8  5 87  0  0
 1  0      0 4738176  51360 2384392    0    0     0     0  714  549  9  4 87  0  0
 1  0      0 4736916  51360 2384396    0    0     0    28  753  595  9  4 87  0  0
 1  0      0 4736916  51360 2384396    0    0     0     0  704  553  9  4 87  0  0
 2  0      0 4736664  51368 2384388    0    0     0    32  702  582  9  3 87  0  0
 1  0      0 4736664  51368 2384404    0    0     0     0  708  594  8  5 87  0  0
 1  0      0 4736664  51368 2384412    0    0     0     0  619  435  9  4 87  0  0
 1  0      0 4736664  51368 2384412    0    0     0    32  708  556  9  4 87  0  0
 1  0      0 4736664  51368 2384416    0    0     0     0  710  547  9  4 87  0  0
 1  0      0 4736664  51376 2384420    0    0     0    32  735  575  9  4 87  0  0
 1  0      0 4736664  51376 2384420    0    0     0     0  758  601  9  4 87  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 4736424  51376 2384424    0    0     0     0  643  532  9  4 87  0  0
 3  0      0 4736184  51376 2384428    0    0     0     0  638  457  9  4 87  0  0
 1  0      0 4736184  51376 2384432    0    0     0    28  648  429  9  4 87  0  0
 1  0      0 4734672  51384 2384432    0    0     0    32  767  637  9  4 87  0  0
 1  0      0 4734672  51384 2384440    0    0     0    28  776  634  9  4 87  0  0
 1  0      0 4734672  51384 2384440    0    0     0     0  724  578  9  4 87  0  0
 1  0      0 4734672  51384 2384444    0    0     0     0  706  543 10  3 87  0  0
 1  0      0 4734420  51384 2384444    0    0     0    32  749  592  9  4 87  0  0
 1  0      0 4734420  51392 2384448    0    0     0    32  643  517  9  4 87  0  0
 3  0      0 4734180  51392 2384452    0    0     0     0  598  421  9  4 87  0  0
 1  0      0 4734180  51392 2384456    0    0     0     0  683  543  9  4 87  0  0
 1  0      0 4734180  51392 2384460    0    0     0     0  709  579  8  5 87  0  0
 1  0      0 4734180  51392 2384464    0    0     0     0  679  538  9  4 87  0  0
 1  0      0 4734440  51400 2384468    0    0     0    60  786  639  8  5 87  0  0
 1  0      0 4734460  51400 2384472    0    0     0     0  712  544  8  4 87  0  0
 1  0      0 4733976  51400 2384476    0    0     0     0  726  630  8  4 87  0  0
 1  0      0 4733724  51400 2384480    0    0     0     0  704  544  9  4 87  0  0
 1  0      0 4733724  51400 2384480    0    0     0     0  647  516  9  4 87  0  0
 1  0      0 4733724  51408 2384488    0    0     0    48  629  422  9  4 87  0  0
 1  0      0 4733984  51408 2384488    0    0     0     0  714  578  9  4 87  0  0
 1  0      0 4733984  51408 2384492    0    0     0     0  717  565  9  4 87  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 4733480  51408 2384492    0    0     0     0  748  580  8  5 87  0  0
 1  0      0 4733480  51408 2384500    0    0     0     0  793  603  9  3 87  0  0
 1  0      0 4733740  51416 2384500    0    0     0    68  758  670  8  5 87  0  0
 1  0      0 4732984  51416 2384508    0    0     0     0  714  545  9  4 87  0  0
 1  0      0 4734328  51416 2384508    0    0     0     0  718  581  8  4 87  0  0
 1  0      0 4734724  51416 2384508    0    0     0     0  686  559  8  5 87  0  0
 1  0      0 4734748  51416 2384512    0    0     0     0  633  453  8  4 87  0  0
 1  0      0 4734496  51424 2384508    0    0     0    32  699  557  8  5 87  0  0
 1  0      0 4735000  51424 2384520    0    0     0    28  754  574  9  5 87  0  0
 1  0      0 4734904  51424 2384524    0    0     0     0  697  551  8  5 87  0  0
 1  0      0 4734516  51424 2384524    0    0     0     0  669  576  8  5 87  0  0
 3  0      0 4734768  51424 2384532    0    0     0     0  576  343  9  4 87  0  0
 1  0      0 4734768  51432 2384528    0    0     0    32  726  563  9  4 87  0  0
 1  0      0 4734768  51432 2384536    0    0     0    32  719  554 10  4 87  0  0
 1  0      0 4735024  51432 2384540    0    0     0     0  767  597  9  4 87  0  0
 1  0      0 4734544  51432 2384544    0    0     0     0  906  906  8  5 87  0  0
 2  0      0 4734544  51432 2384544    0    0     0     0  797  706  8  5 87  0  0
 1  0      0 4734544  51440 2384552    0    0     0    32  696  589  8  5 87  0  0
 1  0      0 4734564  51440 2384552    0    0     0    28  689  574  9  3 87  0  0
 1  0      0 4734564  51440 2384556    0    0     0    28  774  677  8  4 87  0  0
 1  0      0 4734324  51440 2384560    0    0     0     0  792  703  9  4 87  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0      0 4732812  51440 2384560    0    0     0     0  821  676  9  4 87  0  0
 1  0      0 4733628  51448 2384556    0    0     0    32  787  719  9  4 87  0  0
 1  0      0 4733828  51448 2384572    0    0     0     0  701  621  9  4 87  0  0
 1  0      0 4733588  51448 2384572    0    0     0    32  634  442  8  4 87  0  0
 2  0      0 4733608  51448 2384572    0    0     0     0  863  740  8  5 87  0  0
 1  0      0 4733340  51448 2384580    0    0     0     0  864  804  8  5 87  0  0
 1  0      0 4732868  51456 2384580    0    0     0    32  753  665  9  4 87  0  0
 1  0      0 4733380  51456 2384588    0    0     0     0  761  676  9  4 87  0  0
 1  0      0 4733128  51456 2384588    0    0     0     0  650  498  9  4 87  0  0
 1  0      0 4733128  51456 2384592    0    0     0    28  621  443  9  4 87  0  0
 1  0      0 4732624  51456 2384592    0    0     0     0  731  552  9  4 87  0  0
 1  0      0 4732132  51464 2384592    0    0     0    32  776  610  9  4 87  0  0
 1  0      0 4732132  51464 2384600    0    0     0     0  722  538  9  3 87  0  0
 1  0      0 4731880  51464 2384608    0    0     0     0  773  596  8  5 87  0  0
 1  0      0 4732108  51464 2384608    0    0     0    32  739  579  9  5 87  0  0
 1  0      0 4732132  51464 2384608    0    0     0     0  698  589  9  4 87  0  0
 1  0      0 4732132  51472 2384612    0    0     0    32  647  429  8  4 87  0  0
 1  0      0 4732132  51472 2384620    0    0     0     0  748  596  9  4 87  0  0
 2  0      0 4733404  51472 2384620    0    0     0     0  706  536  8  4 87  0  0
 1  0      0 4733152  51472 2384620    0    0     0    32  813  717  9  4 87  0  0
 1  0      0 4733152  51472 2384632    0    0     0     0  837  736  9  4 87  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 4733152  51480 2384632    0    0     0    44  735  603  9  4 87  0  0
 1  0      0 4733152  51480 2384636    0    0     0     0  732  572  9  4 87  0  0
 1  0      0 4732900  51480 2384640    0    0     0     0  749  566  9  5 87  0  0
 1  0      0 4732660  51480 2384644    0    0     0     0  745  647  9  4 87  0  0
 1  0      0 4732660  51480 2384648    0    0     0    28  707  678  8  5 87  0  0
 4  0      0 4732660  51488 2384648    0    0     0    32  728  653  9  4 87  0  0
 1  0      0 4733416  51488 2384648    0    0     0     0  785  693  9  4 87  0  0
 1  0      0 4733416  51488 2384656    0    0     0     0  812  694  9  4 87  0  0
 1  0      0 4732660  51488 2384660    0    0     0     0  755  712  8  5 87  0  0
 1  0      0 4727132  51652 2392000    0    0  7488   100 1217 1128  9  4 86  0  0
 1  0      0 4727888  51652 2392004    0    0     0     0  725  606  9  4 87  0  0
 1  0      0 4727384  51652 2392008    0    0     0    20  747  651  8  4 87  0  0
 1  0      0 4727384  51652 2392012    0    0     0     0  738  570  9  4 87  0  0
 1  0      0 4727384  51652 2392016    0    0     0     0  624  491  9  4 87  0  0
 1  0      0 4727612  51660 2392008    0    0     0   288  686  477  9  4 87  0  0
 2  0      0 4727396  51660 2392024    0    0     0    24  782  701  9  4 87  0  0
 1  0      0 4727144  51660 2392024    0    0     0     0  799  717  9  4 87  0  0
 1  0      0 4727144  51660 2392024    0    0     0     0  704  534  9  4 87  0  0
 1  0      0 4727600  51660 2392024    0    0     0     0  725  574  9  4 87  0  0
 2  0      0 4727396  51668 2392036    0    0     0    40  708  550  9  4 87  0  0
 3  0      0 4727648  51668 2392036    0    0     0    36  699  534  8  5 87  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 4727396  51668 2392040    0    0     0     0  728  544  9  4 87  0  0
 1  0      0 4727144  51668 2392040    0    0     0     0  713  578  9  4 87  0  0
 1  0      0 4727660  51668 2392044    0    0     0     0  726  550  9  4 87  0  0
 1  0      0 4727660  51676 2392048    0    0     0    32  682  568  9  4 87  0  0
 1  0      0 4726904  51676 2392052    0    0     0     0  713  564  9  4 87  0  0
 1  0      0 4726904  51676 2392056    0    0     0     0  751  627  8  5 87  0  0
 1  0      0 4726904  51676 2392060    0    0     0     0  668  487  8  5 87  0  0
 1  0      0 4726904  51676 2392060    0    0     0     0  631  426  9  4 87  0  0
 1  0      0 4726904  51684 2392064    0    0     0    16  719  573  8  5 87  0  0
 1  0      0 4728092  51684 2392068    0    0     0     0  733  576  9  4 87  0  0
 1  0      0 4728184  51684 2392072    0    0     0     0  699  536  8  4 87  0  0
 1  0      0 4727920  51684 2392072    0    0     0     0  734  594  9  4 87  0  0
 1  0      0 4727460  51684 2392080    0    0     0     0  671  533  9  4 87  0  0
 2  0      0 4727460  51692 2392072    0    0     0    16  642  434  9  4 87  0  0
 1  0      0 4726452  51692 2392088    0    0     0     0  713  570  9  4 87  0  0
 1  0      0 4726680  51692 2392088    0    0     0     0  754  608  8  5 87  0  0
 1  0      0 4726964  51692 2392096    0    0     0     0  769  630  9  4 87  0  0
 1  0      0 4726964  51692 2392096    0    0     0     0  700  580  9  4 87  0  0
 1  0      0 4726964  51700 2392100    0    0     0    20  809  620  8  4 87  0  0
 1  0      0 4726472  51700 2392100    0    0     0     0  678  524  9  4 87  0  0
 1  0      0 4726724  51700 2392108    0    0     0     0  639  415  8  4 87  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 4726232  51700 2392108    0    0     0     0  738  588  9  4 87  0  0
 1  0      0 4726492  51700 2392116    0    0     0     0  734  615  8  4 87  0  0
 1  0      0 4726492  51708 2392108    0    0     0   132  750  592  8  4 87  0  0
 1  0      0 4726492  51708 2392120    0    0     0     0  715  567  8  4 87  0  0
 1  0      0 4726492  51708 2392128    0    0     0     0  616  490  9  4 87  0  0
 1  0      0 4726744  51708 2392128    0    0     0     0  622  413  8  5 87  0  0
 1  0      0 4726996  51708 2392128    0    0     0     0  799  648  8  5 87  0  0
 1  0      0 4726756  51716 2392136    0    0     0    16  721  555  9  4 87  0  0
 1  0      0 4726756  51716 2392136    0    0     0     0  719  571  9  4 87  0  0
 1  0      0 4727512  51716 2392140    0    0     0   112  742  561  8  5 87  0  0
 1  0      0 4727260  51716 2392144    0    0     0     0  757  609  8  5 87  0  0
 1  0      0 4728016  51716 2392148    0    0     0     0  687  544  8  4 87  0  0
 1  0      0 4727764  51724 2392152    0    0     0    44  757  583  9  4 87  0  0
 1  0      0 4727512  51724 2392152    0    0     0     0  752  558  8  4 87  0  0
 1  0      0 4727944  51724 2392152    0    0     0     0  713  565  9  4 87  0  0
 1  0      0 4727524  51724 2392164    0    0     0     0  649  496  9  4 87  0  0
 1  0      0 4727524  51724 2392164    0    0     0     0  643  431  8  4 87  0  0
 1  0      0 4725508  51732 2392168    0    0     0    16  836  668  9  4 86  0  0
 1  0      0 4726492  51732 2392172    0    0     0     0  712  571  8  5 87  0  0
 1  0      0 4726264  51732 2392172    0    0     0     0  687  534  9  4 87  0  0
 1  0      0 4726492  51732 2392176    0    0     0     0  725  585  9  4 87  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 4726020  51732 2392176    0    0     0     0  718  535  9  4 87  0  0
 1  0      0 4726284  51740 2392168    0    0     0    16  736  597  8  5 87  0  0
 1  0      0 4726944  51740 2392184    0    0     0     0  672  540  9  4 87  0  0
 3  0      0 4726692  51740 2392192    0    0     0     0  594  406  8  4 87  0  0
 1  0      0 4726796  51740 2392192    0    0     0     0  688  505  9  4 87  0  0
 1  0      0 4726040  51740 2392196    0    0     0     0  777  653 10  3 87  0  0
 1  0      0 4726300  51748 2392200    0    0     0    16  771  672  9  4 87  0  0
 1  0      0 4726300  51748 2392200    0    0     0     0  727  603  9  4 87  0  0
 1  0      0 4726552  51748 2392204    0    0     0     0  739  549  9  4 87  0  0
 1  0      0 4726312  51748 2392204    0    0     0     0  714  598  9  4 87  0  0
 1  0      0 4726060  51748 2392212    0    0     0     0  665  512  8  4 87  0  0
 2  0      0 4726744  51756 2392212    0    0     0    16  624  433  9  4 87  0  0
 1  0      0 4727068  51756 2392216    0    0     0     0  684  553  8  4 87  0  0
 1  0      0 4727068  51756 2392220    0    0     0     0  714  578  9  4 87  0  0
 1  0      0 4727068  51756 2392224    0    0     0     0  702  552 10  3 87  0  0
 1  0      0 4728852  51756 2392228    0    0     0     0  752  584  9  4 87  0  0
 1  0      0 4728108  51764 2392232    0    0     0    16  870  707  9  4 87  0  0
 1  0      0 4728108  51764 2392236    0    0     0    28  696  597  9  4 87  0  0
 1  0      0 4728108  51764 2392236    0    0     0     0  628  419  9  4 87  0  0
 1  0      0 4729704  51764 2392236    0    0     0   108  723  572  8  4 87  0  0
 1  0      0 4729368  51764 2392244    0    0     0     0  707  564  9  4 87  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 4729116  51772 2392248    0    0     0    32  770  595  9  4 87  0  0
 2  0      0 4730880  51772 2392252    0    0     0     0  701  558  9  4 87  0  0
 1  0      0 4730376  51772 2392260    0    0     0     0  766  586  9  4 87  0  0
 1  0      0 4730136  51772 2392260    0    0     0    36  726  577  9  4 87  0  0
 1  0      0 4730136  51772 2392268    0    0     0     0  645  501  9  4 87  0  0
 4  0      0 4729884  51780 2392268    0    0     0    44  641  466  9  4 87  0  0
