procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 4729860  51780 2392268    0    0     0     0  753  612  9  4 87  0  0
 1  0      0 4729380  51780 2392276    0    0     0     0  704  545  9  4 87  0  0
 2  0      0 4728372  51780 2392276    0    0     0    28  767  657  8  5 87  0  0
 1  0      0 4728120  51780 2392276    0    0     0     0  741  575  9  4 87  0  0
 1  0      0 4727868  51788 2392284    0    0     0    32  662  524  8  5 87  0  0
 1  0      0 4727364  51788 2392288    0    0     0     0  641  423  9  4 87  0  0
 1  0      0 4727624  51788 2392288    0    0     0     0  742  584  9  4 87  0  0
 1  0      0 4727372  51788 2392296    0    0     0    32  704  566  8  4 87  0  0
 1  0      0 4728056  51788 2392296    0    0     0     0  692  541  9  4 87  0  0
 2  0      0 4728608  51796 2392296    0    0     0    32  876  706  9  4 87  0  0
 1  0      0 4730372  51796 2392304    0    0     0     0  703  540  9  4 87  0  0
 1  0      0 4730132  51796 2392304    0    0     0     0  716  567  9  3 87  0  0
 1  0      0 4730156  51796 2392308    0    0     0     0  707  588  8  5 87  0  0
 1  0      0 4730156  51796 2392312    0    0     0    24  644  422  9  4 87  0  0
 1  0      0 4730492  51804 2392304    0    0     0    32  711  582  9  4 87  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 4730408  51804 2392320    0    0     0     0  743  585  9  4 87  0  0
 1  0      0 4729904  51804 2392324    0    0     0     0  699  550  8  4 87  0  0
 1  0      0 4729664  51804 2392324    0    0     0     0  698  558  9  4 87  0  0
 1  0      0 4729412  51804 2392332    0    0     0    32  741  608  9  4 87  0  0
 1  0      0 4729412  51812 2392332    0    0     0    32  704  583  9  4 87  0  0
 1  0      0 4729160  51812 2392332    0    0     0     0  710  597  9  4 87  0  0
 1  0      0 4729160  51812 2392336    0    0     0     0  611  430  9  4 87  0  0
 1  0      0 4728404  51812 2392340    0    0     0     0  692  543 10  3 87  0  0
 1  0      0 4728404  51812 2392344    0    0     0    28  704  558  9  4 87  0  0
 1  0      0 4727648  51820 2392348    0    0     0    32  736  580  9  4 87  0  0
 1  0      0 4727912  51820 2392348    0    0     0    28  732  576  9  4 87  0  0
 1  0      0 4727420  51820 2392352    0    0     0     0  761  579  8  5 87  0  0
 1  0      0 4727168  51820 2392360    0    0     0     0  684  558  8  4 87  0  0
 1  0      0 4727168  51820 2392360    0    0     0     0  672  527  8  5 87  0  0
 1  0      0 4725656  51828 2392360    0    0     0    60  729  486  9  4 87  0  0
 1  0      0 4726432  51828 2392364    0    0     0     0  742  644  9  4 87  0  0
 1  0      0 4726432  51828 2392368    0    0     0     0  763  581  9  5 87  0  0
 1  0      0 4726432  51828 2392376    0    0     0     0  727  556  9  4 87  0  0
 1  0      0 4726180  51828 2392376    0    0     0     0  741  608  9  4 87  0  0
 1  0      0 4726936  51836 2392380    0    0     0    48  758  613  7  6 87  0  0
 1  0      0 4726444  51836 2392380    0    0     0     0  659  515  9  4 87  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 4726696  51836 2392388    0    0     0     0  615  423  8  4 87  0  0
 1  0      0 4726696  51836 2392388    0    0     0     0  717  583  9  4 87  0  0
 1  0      0 4726696  51836 2392388    0    0     0     0  725  582  9  4 87  0  0
 1  0      0 4727452  51844 2392396    0    0     0    32  782  630  8  4 87  0  0
 1  0      0 4727200  51844 2392400    0    0     0    32  733  581  8  5 87  0  0
 1  0      0 4727200  51844 2392408    0    0     0     0  787  661  8  5 87  0  0
 1  0      0 4726444  51844 2392408    0    0     0     0  638  501  9  4 87  0  0
 1  0      0 4726444  51844 2392408    0    0     0     0  616  428  8  4 87  0  0
 1  0      0 4726444  51852 2392416    0    0     0    44  732  607  8  5 87  0  0
 2  0      0 4726444  51852 2392420    0    0     0     0  698  573  9  4 87  0  0
 1  0      0 4726980  51852 2392420    0    0     0     0  718  592  9  4 87  0  0
 1  0      0 4727232  51852 2392424    0    0     0     0  743  564  8  5 87  0  0
 2  0      0 4728828  51852 2392428    0    0     0     0  748  611  9  4 87  0  0
 1  0      0 4728972  51860 2392432    0    0     0    16  754  667  9  4 87  0  0
 1  0      0 4728996  51860 2392436    0    0     0     0  661  521  9  4 87  0  0
 2  0      0 4729248  51860 2392436    0    0     0     0  662  483  9  4 87  0  0
 2  0      0 4730760  51860 2392444    0    0     0     0  761  581  9  4 87  0  0
 1  0      0 4730772  51860 2392444    0    0     0     0  699  552  9  3 87  0  0
 1  0      0 4731528  51868 2392448    0    0     0    16  757  614  8  5 87  0  0
 1  0      0 4731276  51868 2392452    0    0     0     0  734  562  9  4 87  0  0
 1  0      0 4732032  51868 2392456    0    0     0     0  742  566  8  5 87  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 4732032  51868 2392456    0    0     0     0  632  507  9  4 87  0  0
 1  0      0 4732032  51868 2392456    0    0     0     0  597  412  9  4 87  0  0
 2  0      0 4733796  51876 2392464    0    0     0    16  705  572  8  5 87  0  0
 2  0      0 4733544  51876 2392464    0    0     0    28  736  586  9  4 87  0  0
 1  0      0 4733052  51876 2392464    0    0     0     0  716  570  9  4 87  0  0
 1  0      0 4732548  51876 2392472    0    0     0     0  856  704  8  5 87  0  0
 1  0      0 4732296  51876 2392472    0    0     0     0  709  576  8  4 87  0  0
 1  0      0 4732044  51884 2392480    0    0     0    16  718  585  9  4 87  0  0
 1  0      0 4731288  51884 2392480    0    0     0     0  745  592  9  4 87  0  0
 1  0      0 4731288  51884 2392488    0    0     0     0  699  573  9  4 87  0  0
 1  0      0 4731288  51884 2392488    0    0     0     0  652  516  9  4 87  0  0
 1  0      0 4731048  51916 2392492    0    0     0   172  971  689  9  4 87  0  0
 1  0      0 4730040  51916 2392492    0    0     0     0  755  602  8  5 87  0  0
 1  0      0 4730040  51916 2392496    0    0     0     0  709  573  9  4 87  0  0
 1  0      0 4730292  51916 2392500    0    0     0   112  729  592  9  4 87  0  0
 1  0      0 4730292  51916 2392508    0    0     0     0  796  677  9  4 87  0  0
 1  0      0 4730040  51924 2392500    0    0     0   188  761  659  9  4 87  0  0
 1  0      0 4729284  51924 2392508    0    0     0     0  734  555  9  4 87  0  0
 1  0      0 4729032  51924 2392512    0    0     0     0  730  579  9  4 87  0  0
 1  0      0 4728792  51924 2392516    0    0     0     0  686  528  8  4 87  0  0
 1  0      0 4728792  51924 2392520    0    0     0     0  622  437  8  5 87  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 4728540  51932 2392524    0    0     0    16  733  574  8  4 87  0  0
 1  0      0 4728288  51932 2392524    0    0     0     0  730  612  8  5 87  0  0
 1  0      0 4728288  51932 2392528    0    0     0     0  700  584  9  4 87  0  0
 1  0      0 4728288  51932 2392536    0    0     0     0  743  581  9  4 87  0  0
 1  0      0 4728288  51932 2392536    0    0     0     0  709  579  8  4 87  0  0
 1  0      0 4728048  51940 2392540    0    0     0    16  756  663  9  4 87  0  0
 1  0      0 4728048  51940 2392544    0    0     0     0  736  578  9  4 87  0  0
 1  0      0 4728732  51940 2392544    0    0     0     0  702  600  9  4 87  0  0
 1  0      0 4728824  51940 2392556    0    0     0     0  609  474  9  4 87  0  0
 1  0      0 4728824  51940 2392556    0    0     0     0  614  432  9  4 87  0  0
 1  0      0 4730156  51948 2392556    0    0     0    16  803  606  8  5 87  0  0
 1  0      0 4730356  51948 2392564    0    0     0     0  726  580  9  4 87  0  0
 1  0      0 4729588  51948 2392564    0    0     0     0  740  578  8  5 87  0  0
 1  0      0 4729620  51948 2392568    0    0     0     0  762  586  9  4 87  0  0
 1  0      0 4729128  51948 2392568    0    0     0     0  706  559  9  4 87  0  0
 1  0      0 4729616  51956 2392568    0    0     0    16  769  672  9  4 87  0  0
 1  0      0 4729628  51956 2392576    0    0     0     0  708  550  8  5 87  0  0
 2  0      0 4729168  51956 2392584    0    0     0    64  679  516  8  5 87  0  0
 1  0      0 4729428  51956 2392584    0    0     0     0  600  413  9  3 87  0  0
 1  0      0 4728692  51956 2392588    0    0     0     0  727  575  8  4 87  0  0
 1  0      0 4728452  51964 2392584    0    0     0    16  733  583  9  4 87  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 4727444  51964 2392596    0    0     0     0  791  631  9  4 87  0  0
 1  0      0 4727444  51964 2392600    0    0     0     0  713  559  9  5 87  0  0
 1  0      0 4726916  51964 2392600    0    0     0     0  729  587  9  4 87  0  0
 1  0      0 4726212  51964 2392604    0    0     0   116  717  570  9  4 87  0  0
 1  0      0 4725948  51972 2392596    0    0     0    36  772  590  9  4 87  0  0
 1  0      0 4726460  51972 2392612    0    0     0     0  760  636  9  4 87  0  0
 1  0      0 4725992  51972 2392612    0    0     0     0  739  600  9  4 87  0  0
 1  0      0 4725992  51972 2392620    0    0     0     0  737  568  9  4 87  0  0
 1  0      0 4726424  51972 2392620    0    0     0     0  781  596  9  4 87  0  0
 1  0      0 4726256  51980 2392624    0    0     0    16  710  557  9  4 87  0  0
 1  0      0 4726016  51980 2392624    0    0     0     0  703  551  8  4 87  0  0
 1  0      0 4726016  51980 2392632    0    0     0     0  687  545  9  4 87  0  0
 1  0      0 4726196  51980 2392632    0    0     0     0  727  577  8  5 87  0  0
 1  0      0 4726016  51980 2392640    0    0     0     0  696  550  8  5 87  0  0
 1  0      0 4725764  51988 2392640    0    0     0    16  738  591  9  3 87  0  0
 1  0      0 4725764  51988 2392644    0    0     0     0  716  603  8  5 87  0  0
 1  0      0 4725740  51988 2392644    0    0     0     0  648  513  9  4 87  0  0
 1  0      0 4726528  51988 2392648    0    0     0     0  632  422  9  4 87  0  0
 1  0      0 4725784  51988 2392648    0    0     0     0  744  601  8  5 87  0  0
 1  0      0 4725784  51996 2392648    0    0     0    16  754  583  8  4 87  0  0
 1  0      0 4726516  51996 2392656    0    0     0     0  887  710  9  4 87  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 4726540  51996 2392664    0    0     0     0  784  589  9  4 87  0  0
 1  0      0 4726540  51996 2392664    0    0     0     0  846  745  9  4 87  0  0
 1  0      0 4726288  51996 2392668    0    0     0     0  733  557  9  4 87  0  0
 1  0      0 4726288  52004 2392668    0    0     0    16  667  535  8  5 87  0  0
 1  0      0 4726048  52004 2392676    0    0     0     0  661  428  9  4 87  0  0
 1  0      0 4726048  52004 2392676    0    0     0     0  796  648  8  5 87  0  0
 1  0      0 4726300  52004 2392676    0    0     0     0  719  554  9  4 87  0  0
 3  0      0 4726528  52004 2392684    0    0     0     0  718  573  9  4 87  0  0
 1  0      0 4726032  52012 2392684    0    0     0    16  837  645  8  5 87  0  0
 1  0      0 4726056  52012 2392684    0    0     0    20  672  511  9  4 87  0  0
 1  0      0 4726812  52012 2392696    0    0     0     0  627  404  9  4 87  0  0
 1  0      0 4727496  52012 2392700    0    0     0     0  749  576  8  5 87  0  0
 1  0      0 4727556  52012 2392704    0    0     0     0  768  630  9  5 87  0  0
 1  0      0 4727588  52020 2392700    0    0     0   152  747  597  9  4 87  0  0
 1  0      0 4727336  52020 2392708    0    0     0     0  736  553  8  5 87  0  0
 1  0      0 4727336  52020 2392708    0    0     0     0  798  656  8  4 87  0  0
 1  0      0 4727344  52020 2392716    0    0     0     0  857  689  9  4 87  0  0
 2  0      0 4726588  52020 2392716    0    0     0     0  728  564  8  5 87  0  0
 1  0      0 4726348  52028 2392716    0    0     0    16  653  504  9  4 87  0  0
 1  0      0 4726600  52028 2392724    0    0     0     0  659  444  9  4 87  0  0
 1  0      0 4726600  52028 2392732    0    0     0     0  743  568  8  5 87  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 4726828  52028 2392732    0    0     0     0  730  582  9  4 87  0  0
 2  0      0 4728616  52028 2392736    0    0     0     0  704  536  8  4 87  0  0
 1  0      0 4728340  52036 2392744    0    0     0    16  728  588  9  4 87  0  0
 1  0      0 4728132  52036 2392744    0    0     0     0  723  548  9  4 87  0  0
 1  0      0 4728152  52036 2392744    0    0     0     0  738  590  8  5 87  0  0
 1  0      0 4728404  52036 2392744    0    0     0     0  729  602  9  4 87  0  0
 1  0      0 4728404  52036 2392752    0    0     0     0  637  495  8  5 87  0  0
 1  0      0 4726400  52044 2392748    0    0     0    16  708  468  9  4 87  0  0
 1  0      0 4725896  52044 2392756    0    0     0     0  743  599  9  4 87  0  0
 1  0      0 4726124  52044 2392764    0    0     0     0  710  527  9  4 87  0  0
 1  0      0 4726660  52044 2392764    0    0     0     0  711  587  8  5 87  0  0
 1  0      0 4726660  52044 2392772    0    0     0     0  755  553  8  5 87  0  0
 1  0      0 4726660  52052 2392772    0    0     0    16  709  587  9  4 87  0  0
 1  0      0 4726660  52052 2392776    0    0     0     0  653  491  9  4 87  0  0
 1  0      0 4726420  52052 2392776    0    0     0     0  622  417  8  5 87  0  0
 1  0      0 4727184  52052 2392780    0    0     0     0  699  562  9  4 87  0  0
 1  0      0 4726176  52052 2392780    0    0     0     0  748  639  8  5 87  0  0
 3  0      0 4726176  52060 2392788    0    0     0    16  759  624  9  4 87  0  0
 1  0      0 4727688  52060 2392788    0    0     0     0  742  564  9  4 87  0  0
 1  0      0 4727436  52060 2392796    0    0     0     0  654  516  9  4 87  0  0
 2  0      0 4727696  52060 2392796    0    0     0     0  640  423  9  3 87  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 4727696  52060 2392800    0    0     0     0  778  598  9  5 87  0  0
 1  0      0 4726700  52068 2392800    0    0     0    16  734  571  9  5 87  0  0
 1  0      0 4726700  52068 2392808    0    0     0   112  742  586  8  4 87  0  0
 1  0      0 4726960  52068 2392808    0    0     0     0  745  583  9  5 87  0  0
 1  0      0 4727464  52068 2392816    0    0     0     0  780  644  8  5 87  0  0
 1  0      0 4728976  52068 2392816    0    0     0     0  758  598  9  4 87  0  0
 1  0      0 4728448  52076 2392824    0    0     0    32  853  692  9  4 87  0  0
 1  0      0 4727716  52076 2392824    0    0     0     0  662  526  9  4 87  0  0
 1  0      0 4729240  52076 2392828    0    0     0     0  610  408  8  5 87  0  0
 1  0      0 4729240  52076 2392832    0    0     0     0  703  576  9  4 87  0  0
 1  0      0 4729240  52076 2392836    0    0     0     0  711  548  9  4 87  0  0
 1  0      0 4728988  52084 2392836    0    0     0    16  712  592  9  4 87  0  0
 1  0      0 4728988  52084 2392840    0    0     0     0  656  488  8  5 87  0  0
 1  0      0 4729240  52084 2392840    0    0     0     0  630  426  9  4 87  0  0
 1  0      0 4728484  52084 2392844    0    0     0     0  704  559  9  4 87  0  0
 1  0      0 4728736  52084 2392848    0    0     0     0  738  622  9  4 87  0  0
 1  0      0 4728748  52092 2392856    0    0     0    16  763  598  9  4 87  0  0
 1  0      0 4728244  52092 2392860    0    0     0     0  715  584  8  4 87  0  0
 1  0      0 4728220  52092 2392864    0    0     0     0  684  575  9  3 87  0  0
 1  0      0 4727740  52156 2392868    0    0     0   328  855  802  9  4 87  0  0
 1  0      0 4727740  52156 2392868    0    0     0     0  724  542  8  5 87  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 4727740  52156 2392872    0    0     0     0  679  566  9  4 87  0  0
 1  0      0 4727716  52156 2392872    0    0     0     0  741  569  9  4 87  0  0
 1  0      0 4727752  52156 2392880    0    0     0     0  728  559  9  4 87  0  0
 1  0      0 4727752  52156 2392884    0    0     0     0  726  572  9  4 87  0  0
 1  0      0 4727500  52164 2392884    0    0     0    16  734  604  8  5 87  0  0
 1  0      0 4727500  52164 2392888    0    0     0     0  743  603  9  3 87  0  0
 1  0      0 4727752  52164 2392892    0    0     0     0  629  440  9  4 87  0  0
 1  0      0 4727752  52164 2392896    0    0     0     0  704  545  9  4 87  0  0
 1  0      0 4728004  52164 2392900    0    0     0     0  807  673  9  4 87  0  0
 1  0      0 4729768  52172 2392900    0    0     0    16  716  573  9  4 87  0  0
 2  0      0 4729264  52172 2392904    0    0     0     0  658  509  9  4 87  0  0
 4  0      0 4728760  52172 2392904    0    0     0     0  624  417  8  5 87  0  0
 2  0      0 4728520  52172 2392908    0    0     0   116  708  561  9  4 87  0  0
 1  0      0 4728720  52172 2392912    0    0     0     0  737  584  9  4 87  0  0
 1  0      0 4728468  52180 2392916    0    0     0    36  696  559  9  4 87  0  0
 1  0      0 4727532  52180 2392920    0    0     0     0  772  646  9  4 87  0  0
 1  0      0 4727532  52180 2392924    0    0     0    72  754  575  9  4 87  0  0
 1  0      0 4727532  52180 2392928    0    0     0    32  713  535  9  4 87  0  0
 1  0      0 4726776  52180 2392928    0    0     0     0  634  505  9  4 87  0  0
 2  0      0 4728548  52188 2392936    0    0     0    32  618  428  9  4 87  0  0
 1  0      0 4727552  52188 2392936    0    0     0     0  701  564  9  4 87  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 4727552  52188 2392940    0    0     0     0  716  572  9  4 87  0  0
 1  0      0 4727300  52188 2392944    0    0     0     0  703  556 10  3 87  0  0
 2  0      0 4727300  52188 2392948    0    0     0    28  717  561  8  4 87  0  0
 1  0      0 4727048  52196 2392948    0    0     0    32  796  628  9  4 87  0  0
 1  0      0 4727260  52196 2392956    0    0     0     0  744  632  9  4 87  0  0
 1  0      0 4727544  52196 2392956    0    0     0     0  746  587  9  4 87  0  0
 1  0      0 4727568  52196 2392956    0    0     0     0  622  474  9  4 87  0  0
 2  0      0 4728084  52196 2392964    0    0     0    32  605  425  9  4 87  0  0
 1  0      0 4728588  52204 2392964    0    0     0    32  730  583  8  5 87  0  0
 1  0      0 4728840  52204 2392968    0    0     0     0  679  566  9  4 87  0  0
 1  0      0 4728564  52204 2392972    0    0     0     0  720  566 10  3 87  0  0
 1  0      0 4728588  52204 2392972    0    0     0     0  719  553  9  3 87  0  0
 1  0      0 4728588  52204 2392976    0    0     0    24  700  568  8  5 87  0  0
 1  0      0 4728096  52216 2392988    0    0    12    68  935  749  9  4 86  0  0
 1  0      0 4728096  52216 2392988    0    0     0     0  730  620  9  4 87  0  0
 1  0      0 4728356  52216 2392992    0    0     0     0  619  420  9  3 87  0  0
 2  0      0 4728356  52216 2392996    0    0     0     0  733  578  8  5 87  0  0
 1  0      0 4728356  52216 2392996    0    0     0     0  713  573  9  4 87  0  0
 1  0      0 4728356  52224 2393004    0    0     0   352  782  618  8  5 87  0  0
 1  0      0 4728356  52224 2393008    0    0     0     0  739  579  9  4 87  0  0
 1  0      0 4728872  52224 2393012    0    0     0     0  697  544  8  4 87  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 4728620  52224 2393016    0    0     0     0  620  504  9  4 87  0  0
 1  0      0 4730216  52224 2393020    0    0     0     0  607  419  9  4 87  0  0
 1  0      0 4730132  52232 2393020    0    0     0    56  816  648  8  4 87  0  0
 2  0      0 4731140  52232 2393024    0    0     0     0  754  655  8  5 87  0  0
 1  0      0 4730888  52232 2393028    0    0     0     0  781  673  9  4 87  0  0
 1  0      0 4729640  52232 2393028    0    0     0     0  692  545  9  4 87  0  0
 1  0      0 4729136  52232 2393036    0    0     0     0  703  557  9  4 87  0  0
 1  0      0 4728128  52240 2393036    0    0     0   128  664  545  8  5 87  0  0
 1  0      0 4728128  52240 2393040    0    0     0     0  637  423  9  4 87  0  0
 1  0      0 4728128  52240 2393044    0    0     0     0  730  566  8  5 87  0  0
 1  0      0 4728128  52240 2393044    0    0     0     0  717  550  9  4 87  0  0
 1  0      0 4727876  52240 2393048    0    0     0     0  723  592  9  4 87  0  0
 1  0      0 4727876  52248 2393052    0    0     0    32  723  557 10  4 87  0  0
 1  0      0 4727636  52248 2393056    0    0     0    32  695  580  9  4 87  0  0
 1  0      0 4727636  52248 2393060    0    0     0     0  707  599  8  5 87  0  0
 1  0      0 4727896  52248 2393064    0    0     0     0  660  433  9  4 87  0  0
 1  0      0 4727140  52252 2393072    0    0     8     0  860  738  9  4 87  0  0
 1  0      0 4726132  52260 2393068    0    0     0    36  780  613  9  4 87  0  0
 1  0      0 4725880  52260 2393080    0    0     0    28  712  570  9  4 87  0  0
 1  0      0 4725384  52260 2393084    0    0     0     0  661  547  8  5 87  0  0
 3  0      0 4725144  52260 2393088    0    0     0     0  609  415  9  4 87  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0      0 4724660  52260 2393092    0    0     0     0  727  577  9  4 87  0  0
 1  0      0 4725392  52268 2393084    0    0     0    32  838  649  8  4 87  0  0
 1  0      0 4725424  52268 2393100    0    0     0     0  709  573  9  4 87  0  0
 1  0      0 4726192  52268 2393100    0    0     0    32  727  571  8  4 87  0  0
 1  0      0 4727992  52268 2393100    0    0     0     0  761  662  9  4 87  0  0
 1  0      0 4728236  52268 2393108    0    0     0     0  748  648  8  5 87  0  0
 1  0      0 4726964  52276 2393108    0    0     0    32  736  598  9  4 87  0  0
 1  0      0 4726996  52276 2393112    0    0     0     0  718  554  9  4 87  0  0
 1  0      0 4725988  52276 2393116    0    0     0    28  635  505  8  4 87  0  0
 1  0      0 4725748  52276 2393116    0    0     0     0  653  421  8  5 87  0  0
 1  0      0 4726280  52276 2393120    0    0     0     0  745  573  9  4 87  0  0
 1  0      0 4726028  52284 2393128    0    0     0    32  760  610  9  4 87  0  0
 1  0      0 4725788  52284 2393128    0    0     0     0  712  575  9  3 87  0  0
 1  0      0 4725788  52284 2393132    0    0     0    28  699  560  8  5 87  0  0
 1  0      0 4726468  52284 2393132    0    0     0     0  713  567  9  4 87  0  0
 1  0      0 4727256  52284 2393136    0    0     0     0  748  625  8  5 87  0  0
 1  0      0 4727516  52292 2393140    0    0     0    32  664  520  8  5 87  0  0
 1  0      0 4727588  52292 2393144    0    0     0     0  621  422  9  4 87  0  0
 2  0      0 4727588  52292 2393148    0    0     0     0  725  572  9  4 87  0  0
 1  0      0 4727096  52292 2393152    0    0     0    28  722  561  9  4 87  0  0
 1  0      0 4726844  52292 2393156    0    0     0     0  703  584  9  4 87  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 4726592  52300 2393156    0    0     0    32  793  626  9  4 87  0  0
 1  0      0 4726592  52300 2393164    0    0     0    20  679  585  9  4 87  0  0
 1  0      0 4726340  52300 2393168    0    0     0     0  636  488  9  4 87  0  0
 1  0      0 4726340  52300 2393168    0    0     0    32  673  469  9  4 87  0  0
 1  0      0 4726088  52300 2393172    0    0     0     0  715  579  8  5 87  0  0
 2  0      0 4726088  52308 2393176    0    0     0    36  773  662  9  4 87  0  0
 2  0      0 4725848  52308 2393184    0    0     0     0  732  556  8  4 87  0  0
 1  0      0 4725848  52308 2393184    0    0     0     0  684  537  9  4 87  0  0
 2  0      0 4725824  52308 2393184    0    0     0    32  720  554  9  4 87  0  0
 2  0      0 4727588  52308 2393184    0    0     0     0  785  639  9  4 87  0  0
 1  0      0 4727416  52316 2393196    0    0     0    32  672  540  9  4 87  0  0
 1  0      0 4727668  52316 2393196    0    0     0     0  614  412  8  4 87  0  0
 1  0      0 4727668  52316 2393200    0    0     0     0  729  577  8  4 87  0  0
 1  0      0 4727656  52316 2393200    0    0     0     0  737  604  9  4 87  0  0
 1  0      0 4727940  52316 2393204    0    0     0    28  699  524  9  4 87  0  0
 3  0      0 4729284  52324 2393204    0    0     0    32  767  678  9  4 87  0  0
 1  0      0 4729212  52324 2393212    0    0     0     0  743  568  9  4 87  0  0
 1  0      0 4729212  52324 2393216    0    0     0     0  732  584  8  4 87  0  0
 2  0      0 4729212  52324 2393216    0    0     0     0  681  522  9  4 87  0  0
 1  0      0 4729212  52324 2393224    0    0     0    28  658  443  8  5 87  0  0
 1  0      0 4729968  52332 2393224    0    0     0    32  814  640  9  4 87  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0      0 4729968  52332 2393224    0    0     0     0  764  677  9  4 87  0  0
 1  0      0 4729896  52332 2393232    0    0     0     0  677  554  9  4 87  0  0
 2  0      0 4729968  52332 2393232    0    0     0     0  730  585  9  4 87  0  0
 1  0      0 4729968  52332 2393240    0    0     0    28  698  554  9  4 87  0  0
 1  0      0 4729968  52340 2393240    0    0     0    32  687  557  8  5 87  0  0
 1  0      0 4729728  52340 2393244    0    0     0     0  677  510  9  4 87  0  0
 1  0      0 4729728  52340 2393248    0    0     0     0  735  597  9  4 87  0  0
 1  0      0 4729728  52340 2393248    0    0     0     0  768  562  8  4 87  0  0
 1  0      0 4729476  52340 2393256    0    0     0    32  738  621  9  4 87  0  0
 1  0      0 4729476  52348 2393260    0    0     0    32  743  599  9  4 87  0  0
 1  0      0 4729476  52348 2393260    0    0     0     0  748  593  8  5 87  0  0
 1  0      0 4729476  52348 2393264    0    0     0     0  664  512  8  4 87  0  0
 1  0      0 4729236  52348 2393268    0    0     0     0  742  633  8  5 87  0  0
 2  0      0 4729236  52348 2393268    0    0     0     0  704  549  9  3 87  0  0
 1  0      0 4729236  52356 2393276    0    0     0    80  780  632  8  5 87  0  0
 1  0      0 4728228  52356 2393276    0    0     0     0  736  553  9  4 87  0  0
 1  0      0 4729012  52356 2393280    0    0     0     0  794  681  9  5 87  0  0
 1  0      0 4728688  52356 2393280    0    0     0     0  704  546  9  4 87  0  0
 1  0      0 4729796  52356 2393288    0    0     0     0  763  621  8  5 87  0  0
 1  0      0 4728296  52364 2393292    0    0     0    52  792  612  8  5 87  0  0
 1  0      0 4728296  52364 2393292    0    0     0     0  743  613  9  4 87  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 4727560  52364 2393296    0    0     0     0  650  504  9  4 87  0  0
 1  0      0 4727560  52364 2393300    0    0     0     0  638  515  8  4 87  0  0
 1  0      0 4727560  52364 2393308    0    0     0     0  705  559  9  4 87  0  0
 1  0      0 4727560  52372 2393308    0    0     0    60  759  623  9  4 87  0  0
 1  0      0 4728316  52372 2393316    0    0     0     0  757  593  9  4 87  0  0
 2  0      0 4728304  52372 2393316    0    0     0     0  756  658  8  4 87  0  0
 1  0      0 4730112  52372 2393320    0    0     0     0  690  569 10  3 87  0  0
 2  0      0 4729608  52372 2393324    0    0     0     0  709  567  9  4 87  0  0
 1  0      0 4729608  52380 2393324    0    0     0    64  653  549  9  4 87  0  0
 1  0      0 4729608  52380 2393328    0    0     0     0  620  418  8  5 87  0  0
 1  0      0 4728852  52380 2393332    0    0     0     0  701  559  9  4 87  0  0
 1  0      0 4728852  52380 2393336    0    0     0     0  735  583  9  4 87  0  0
